Fatal	4	IP initialization failed for vlan <vlan_id>
Warning	11	icmp: Unsolicited Echo Reply from <ip address>
Warning	14	duplicate IP network
Fatal	16	bad ip address <ip address>
Fatal	17	bad mask <mask>/<ip address>
Warning	19	ip address <ip address/prefix> removed from vlan id <vlan id>
Warning	24	<Interface Name> IP initialization failed for <Interface Type> <interface Number>
Warning	27	Failed to allocate interface management entry for <Interface Type> <interface Number>
Warning	28	Failed to <create/delete> tunnel endpoint entry for <Interface Type> <interface Number>
Warning	29	Failed to allocate list of interface numbers for <interfaceType>
Warning	30	Failed to allocate notify event entry for event <eventId> on <interface> <interface number>
Warning	36	Too many CoS rules configured.
Warning	37	Some COS configuration items will not be active.
Warning	38	Vlan <VLAN ID> QoS not configured on all new ports. Some QoS resources exceeded.
Warning	39	Too many QoS features enabled- mask resources exceeded.
Warning	40	QoS initialization failed for TCP/UDP priority.
Warning	41	Too many QoS ranges requested. Some configurations did not succeed.
Warning	43	unable to apply ACL NAME to vlan VLAN ID- failed to add entry <ENTRYID> to port <LPORT>
Warning	44	unable to add ACL entry to vlan VLAN ID- not enough hw resources on port <LPORT>
Warning	45	unable to add port to vlan VLAN ID- not enough hw resources on port <LPORT>
Warning	46	unable to add port to vlan <VLAN ID>- <GVRP> is enabled
Warning	47	unable to add port <LPORT> to trunk- ACL is configured on vlan <VLAN ID>
Warning	48	unable to apply ACL or Policy NAME to port <LPORT>- failed to add entry <ENTRYID>
Warning	49	acl: unable to add port to dynamic trunk- ACL is configured on port <LPORT>
Warning	50	unable to add ACL to port <LPORT>- an ACL or Policy is already configured on this port
Warning	51	unable to modify ACL <LPORT>- ACL is applied.
Warning	52	unable to delete ACL <LPORT>- ACL is applied.
Warning	53	acl: unable to apply <ACL NAME> to vlan <VLANNAME>- failed to add entry <ENTRYID>
Warning	54	acl: unable to apply <ACL NAME> to vlan <VLANNAME>- failed to add entry <ENTRYID>
Warning	58	stp: stp max age should be >= <XXX>
Warning	59	BPDU has MAX_AGE 0 from port <PORT-NUM>
Warning	64	<CRASH REASON STR>
Fatal	65	Boot-up selftest failed
Fatal	70	Fan <status, "ok" or "failure">: Fan: <id> Failures: <number of failures>
Warning	71	Power Supply <status, "ok" or "failure">: Supply: <id>- Failures: <number of failures>
Warning	72	chassis: <slot name> Inactive: Module/Configuration mismatch
Warning	73	Chassis Backplane Power Fault: Chassis needs replacement.
Fatal	75	Out of <BUF TYPE> buffers; miss count: <COUNT VAL>
Warning	82	Can't allocate any msg buffers
Warning	85	unable to renew an expired DHCP lease
Warning	86	Invalid IP address IPADDRESS received for Option 66
Warning	87	Unable to download Config File (using TFTP) with FTNUMRETRIES Retries
Warning	88	Unexpected hostname received in DHCP response
Warning	89	Unable to download Image File (using TFTP) with <FTNUMRETRIES> Retries
Warning	133	Transfer timed out.
Warning	134	SENT error:<ERROR-NUM>- msg: <ERROR-MSG>
Warning	135	Transfer aborted- wrong file
Warning	136	Connection to <REMOVE-ADDR> failed
Warning	137	Request failed.
Warning	140	Transfer canceled. No workspace left on device.
Warning	141	Transfer canceled. Downloaded file corrupt.
Warning	142	Transfer Fatal Error. Hardware fault on device- Corrupt FLASH.
Warning	143	Transfer canceled. File too big to fit in FLASH.
Warning	144	TFTP daemon Disabled successfully
Warning	145	Transfer canceled because the TFTP server failed to handle the TFTP block number rollover.
Warning	151	Aborted. No workspace left in switch DRAM.
Warning	152	Aborted. Downloaded file invalid.
Warning	153	Aborted with Fatal Error. Hardware fault on device- Corrupt FLASH.
Warning	154	Aborted. File too big to fit in storage device.
Warning	155	Aborted- wrong file
Warning	157	Disabled RMON to retrieve memory for download.
Warning	158	line <LINE NUM>. <ERROR STR>
Warning	161	Aborted. Firmware image does not contain a signature.
Warning	162	Aborted. Firmware image signature is not valid.
Warning	164	Aborted. Firmware image does not support enhanced secure mode.
Warning	165	Aborted. System error.
Warning	180	A remote login attempt failed
Warning	181	10 invalid passwords on <CONSOLE|TELNET> session.
Warning	183	password file corrupted - ignoring passwords
Warning	187	Terminal connection broken
Warning	188	Failed Checksum during Transfer.
Warning	189	Transfer terminated by remote
Warning	190	Cannot open local file- transfer aborted
Warning	191	Received a bad 32 bit CRC on a data packet.
Warning	192	Transfer canceled. No space left on device.
Warning	194	Bad data subpacket from remote
Warning	195	Transfer terminated due to timeout
Warning	196	Received a bad 16 bit CRC on binary header.
Warning	197	Received a bad 32 bit CRC on binary header.
Warning	198	Received a bad 16 bit CRC on hex header.
Warning	200	No Question Marks
Warning	202	Transfer complete
Warning	203	Unable to connect to remote
Warning	204	config file cannot be appended- set host for overwrite
Warning	206	Unable to syncronize with remote.
Warning	207	Transfer aborted- wrong file.
Warning	209	Unable to read header from remote.
Warning	210	Unable to read data from remote.
Warning	211	Filename too long.
Warning	212	warning remote appended data to existing file.
Warning	213	Timeout trying to sync with remote
Warning	214	Xmodem transfer aborted.
Warning	215	Unexpected character from remote
Warning	225	Attempt to store a string with an illegal character (tilde): <STRING>
Warning	226	Unsupported feature "FEC" for trunk configuration; see release notes.
Warning	228	Traffic filter configured in row <FILTER INDEX> is not active
Warning	229	Traffic filter configured in row <FILTER INDEX> is not valid
Warning	230	Traffic filter configured in row <FILTER INDEX> was deleted
Warning	236	Security access violation from <IP-ADDR> for the community name or user name : <USER NAME>
Warning	237	SNMP Security write violation from <IP-ADDR>
Warning	238	alarm <ALARM RECORD>
Warning	239	SNMP community configured in row <ROW-NUMBER> not active
Warning	241	SNMP trap receiver configured in row <ROW_NUMBER> not active
Warning	242	event <EVENT MSG>
Warning	243	SNMP changed Engine ID to <SNMP-ID>. The user table may need to re-entered.
Fatal	244	SNMP Engine boots value maxed. SNMPv3 Administration may no longer work.
Fatal	245	RMON events file corrupt- is being renamed to <event_bad>.
Warning	255	Cannot configure trunk <TRUNK-ID> - out of resources
Warning	262	Mgmt Module <MODULE ID> Failed - Synchronization Failed
Warning	264	Mgmt Module <MODULE ID> Failed Selftest
Warning	265	Lost Communication with Mgmt Module <MODULE ID>
Warning	267	Mgmt Module <MODULE ID> - Running different version of SW
Warning	268	Mgmt Module <MODULE ID> - Failover occured
Warning	270	Mgmt Module <MODULE ID> - Offline (Incompatible SW versions)
Warning	271	Other management module is not in standby- shutdown request ignored
Warning	274	chassis: <slot name> self test failure or unsupported module
Warning	275	STP not enabled - multiple VLANS defined
Warning	285	Unable to learn/age MAC address(s)- table FULL
Warning	289	Some packets may have been dropped while applying the configuration change for VLAN <VLAN ID>
Warning	307	Number of Domains at max (DOMAIN-LIMIT)
Warning	308	BAD multicast range <IP_ADDR_START-IP_ADDR_END> passed in
Warning	309	Requested Domain was not found DOMAIN-NAME
Warning	310	Domain DOMAIN-NAME still associated with VLANs- cannot delete
Warning	312	IP address not enabled on VLAN <VLAN-ID>
Warning	314	VLAN <VLAN-ID> not currently associated with domain DOMAIN-NAME
Warning	315	NULL Domain name passed for target IP <IP-ADDR>
Warning	316	VLAN ID out of range (<VLAN-ID>)
Warning	317	BAD Target IP address (<IP-ADDR>)
Warning	318	Proxy domain configuration failure
Warning	325	Port initialization failed for port <PORT-NUM>
Warning	326	port <PORT-NUM>: Xcvr not supported in current OS
Warning	327	port <port_num>-Excessive undersized/giant packets. See help.
Warning	328	port <port_num> Excessive jabbering/fragments. See Help
Warning	329	port <port_num> -Excessive CRC/alignment errors. See help.
Warning	330	port <port_num> -Excessive late collisions.
Warning	332	port <port_num>-Excessive Broadcasts. See help.
Warning	334	Port <PORT-NUM> - Security violation caused by MAC address <mac-addr>.
Warning	347	<PORT-ID> - not established.
Warning	348	<PORT-ID> - detected topology error: <MAC-ADDR>.
Warning	349	Domain size exceeded protocol-imposed limit: DOMAIN-COUNT.
Warning	357	<PORT-ID> load balance version VERSION-ID not supported- update firmware.
Warning	366	port <PORT-NUM> Carrier Sense Stuck- Resetting Xcvr
Warning	368	port <PORT-NUM> Xcvr Error- Resetting Xcvr ...
Warning	369	port <PORT-NUM> Rx Signal/PLL Error- Resetting Xcvr R17: <ERROR ID>
Warning	370	resetting port <PORT-NUM>: remote fault- ieee- parallel detect
Warning	371	Port <PORT-NAME> self test failure ERR: <failure code>
Warning	372	Invalid transceiver installed in Port <PORT-NAME>
Warning	373	Boot ROM self test failure!
Warning	374	chassis: Lost Communication with <slot name>
Warning	377	chassis: <slot name> Download Failed
Warning	380	port <PORT-NUM> - Disabled due to speed mismatch. See help.
Warning	381	QoS initialization failed for protocol priority.
Warning	382	QoS initialization failed for Vlan priority.
Warning	383	QoS initialization failed for device priority.
Warning	384	QoS initialization failed for Type-of-Service mode.
Warning	385	QoS initialization failed for DiffServ priority.
Warning	402	Stack member <STACK ID> lost.
Warning	423	chassis: Unable to Download to <slot name>. Please Remove Module
Warning	424	chassis: Module in <slot name> not Supported or may be Faulty
Warning	425	chassis: Backplane link to <slot name> failed self test
Warning	436	route entry creation(s) failed.
Warning	437	arp entry creation(s) failed.
Warning	439	Router LSA database overflow
Warning	440	Network LSA database overflow
Warning	441	Summary Net LSA database overflow
Warning	442	Summary ASBR LSA database overflow
Warning	443	AS External LSA database overflow
Warning	444	<PORT-NAME> : received mesh packet on non-mesh port.
Warning	446	Max. hop count exceeded. Check your mesh topology.
Warning	448	port <PORT-NAME> disabled due to faulty link partner. Re-install module or reset switch prior to reenabling port.
Warning	451	Unsupported protocol. Upgrade MAC-ADDR's firmware.
Warning	452	Inconsistent WARN-STRING config with MAC-ADDR – <MAC-ADDR>.
Warning	453	Incompatible mesh switch MAC-ADDR – MAC-ADDR detected on <PORT-ID>.
Warning	465	SSL HTTP startup failed: no RSA key present
Warning	466	SSL HTTP startup failed: no certificate present
Warning	472	SSL Syslog TLS failed: no certificate present
Warning	473	SSL Syslog Renegotiation: TLS connection in re-negotiation
Warning	515	IP host route table is nearing max capacity
Warning	516	IPAM Control task delayed due to "slave message queues too full"
Warning	519	Module <MODULE NAME>: unknown msg opcode: <OPCODE ADDRESS-MESSAGE>
Warning	521	chain_name: Chain referenced before system time is set
Warning	522	chain_name: No send key found
Warning	523	chain_name: No send key, used the first to be activated
Warning	524	chain_name: No send key, used the last activated
Warning	525	chain_name: Multiple send keys for current daytime
Warning	526	chain_name: Bad reference
Warning	535	port <PORT-NUM> This switch only supports revision B and above transceivers.
Warning	536	port <PORT-NUM> Transceiver type not supported in this port.
Warning	549	Insufficient power supplies to power <slot name>
Warning	551	<slot name> Module failed self test
Warning	552	<Stacking Module> insertion detected: Reboot required
Warning	553	Over-temperature detected. Failures: <module number>
Warning	554	<slot name> NCI error IntReg=<interrupt register>
Warning	555	chassis: RPS state: ACTIVE/AVAILABLE/UNAVAILABLE/FAULTED. Failures:
Warning	558	<slot name>
Warning	559	<slot name>
Warning	562	port <PORT-NUM> PD Over Current indication.
Warning	564	port <PORT-NUM> PD Invalid Signature indication.
Warning	566	port <PORT-NUM> PD Denied power due to insufficient power allocation.
Warning	567	port <PORT-NUM> PD Other Fault indication.
Warning	569	<slot name>Ext Power Supply <group index>: <pport> Failures:<port state>.
Warning	572	<slot name> PoE usage has exceeded threshold of <start port> <end port>.
Warning	573	chassis: External Power Supply disconnected.
Warning	575	<slot name> Ext Power Supply <group index> not supported by switch code. Please update.
Warning	576	50V Power Supply <group index> is . Failures: <port state>
Warning	577	Ext Power Supply <group index>: Failures: <port state>.
Fatal	578	chassis: Unrecoverable fault on PoE controller X.
Warning	580	Port <PORT-NUM>: Attempt to recover from bad FET failed. The port will not deliver power.
Warning	588	WMA HTTP Redirect configuration URL had parsing error.
Warning	590	WMA HTTP Redirect server's domain name requires that resolver be configured.
Warning	592	<MODULE>: Move <MAC-ADDRESS> to <PORT-ID> denied
Warning	593	<MODULE>: Ceasing move-denied logs for <TIME>
Warning	594	<MODULE>: <MAC-ADDRESS> detected on port <PORT-ID>
Warning	595	<MODULE>: Ceasing lock-out logs for <TIME>
Warning	600	port(s) PORT NUMBER have multiple voice vlan configurations
Warning	602	Mgmt vlan could not be configured on vlan VLAN ID
Warning	604	Unable to alloc a buf of size SIZE for PIM-SUBSYSTEM
Fatal	605	Unable to alloc a msg buffer for PIM-SUBSYSTEM
Fatal	608	Send error(ERROR) on PKT-TYPE pkt on VID <VLAN-ID>
Warning	611	Rcvd pkt ver# VERSION- from <IP-ADDR>- expected VERSION
Warning	612	Rcvd pkt from rtr <IP-ADDR>- unkwn pkt type <PKT-TYPE>
Warning	614	MCAST flow <IP-ADDR>- MASK not rteing (rsc low)
Warning	615	No IP address configured on VID <VLAN-ID>
Fatal	616	Multicast Hardware Failed to initialize
Fatal	618	Rcvd hello from <IP-ADDR> on vid <VLAN-ID>
Fatal	624	Failed to initialize <API-NAME> as a call back routine
Fatal	627	Unable to allocate <HASH-TABLE> table
Fatal	632	port <PORT-NUM> Duplex Mismatch. Reconfig port to Full Duplex.
Warning	633	port <PORT-NUM> Duplex Mismatch. Reconfig port to Auto.
Warning	640	User <USERNAME> : SFTP error: Invalid Auth Privilege Level to transfer from <CLIENT-IP-ADDR>
Warning	641	sftp read error- session aborted
Warning	648	<SUB-SYSTEM>: Self-test failed <REASON-STRING>
Fatal	649	<SUB-SYSTEM>: base configuration transfer failed
Fatal	650	<SUB-SYSTEM>: incompatible BIOS version: <VERSION_STRING>
Fatal	651	<PRODUCT DESR. STR> diagnostics partition is ready
Fatal	653	<SUB-SYSTEM>: Maximum system VLANs count reached
Fatal	654	<PRODUCT DESR. STR>: Reboot system to complete client-port configuration
Fatal	655	<SUB-SYSTEM>: unable to create VLAN. <REASON-STRING>
Fatal	657	<SUB-SYSTEM>: application initialization failed.
Fatal	658	<SUB-SYSTEM>: Illegal event <EVENT-NAME> at state <STATE-NAME>
Fatal	660	<SLOT-ID> removed before shutdown completed
Fatal	662	<SUB-SYSTEM>: incompatible application version: <VERSION-STRING>
Fatal	670	FATAL-ERROR-STRING
Fatal	672	APPLICATION-ERROR-MESSAGE
Warning	686	<UPGRADE FAILED REASON STR>
Fatal	695	Src IP <IP-ADDR> throttled- port <PORT-ID>
Warning	696	Src IP <IP-ADDR> blocked- port <PORT-ID>
Warning	699	ACL error - invalid action- index INDEX- client MAC_ADDRESS- port <PORT-NUM>
Warning	700	ACL error - unable to create ACL entry- index INDEX- client MAC_ADDRESS- port <PORT-NUM>
Warning	702	ACL error - port already at ACL limit- client MAC_ADDRESS- port <PORT-NUM>
Warning	703	ACL error - invalid direction- index INDEX- client MAC_ADDRESS- port <PORT-NUM>
Warning	704	ACL error - invalid protocol- index INDEX- client MAC_ADDRESS- port <PORT-NUM>
Warning	705	ACL error - keyword 'from' not found- index INDEX- client MAC_ADDRESS- port <PORT-NUM>
Warning	706	ACL error - invalid source IP address- index INDEX- client MAC_ADDRESS- port <PORT-NUM>
Warning	708	ACL error - invalid destination IP address- index INDEX- client MAC_ADDRESS- port <PORT-NUM>
Warning	709	ACL error - invalid TCP or UDP port- index INDEX- client MAC_ADDRESS- port <PORT-NUM>
Warning	710	ACL error - too many entries- index INDEX- client MAC_ADDRESS- port <PORT-NUM>
Warning	712	ACL error - entry too long- client CLIENT-NAME port <PORT-ID>
Warning	713	ACL error - insufficient system memory- client CLIENT-NAME- port <PORT-ID>
Warning	714	ACL error - port already at ACL entry limit- index INDEX- client MAC_ADDRESS- port <PORT-NUM>
Warning	716	ACL error - insufficient policy engine resources- client MAC_ADDRESS- port <PORT-NUM>
Warning	718	ACL error - invalid source VLAN- index INDEX- client MAC_ADDRESS- port <PORT-NUM>
Warning	719	ACL error - invalid ICMP or IGMP type- index INDEX- client MAC_ADDRESS- port <PORT-NUM>
Warning	720	ACL error - invalid keyword- index INDEX- client MAC_ADDRESS- port <PORT-NUM>
Warning	721	ACL error - IPv6 ACL support not enabled- index INDEX- client MAC_ADDRESS- port <PORT-NUM>
Warning	723	port <PORT-NUM> both flow ctrl and jumbo frames enabled. Flow control may not function properly.
Warning	732	Ports <slot name> self test failure
Warning	733	Lost Communication with Ports <slot name>
Warning	736	Ports <PORT-NAME> Download Failed
Warning	738	Unable to Download to Ports <PORT-NAME>
Warning	739	Ports <PORT-NAME> may be Faulty
Warning	740	Backplane link to Ports <PORT-NAME> failed self test
Warning	742	Ports <slot name> NCI Error IntReg=<interrupt register>
Warning	746	BSM send to <IP-ADDR> failed
Warning	747	C-RP advertisement send to <IP-ADDR> failed
Warning	752	Illegal operation in BSR state machine
Warning	753	Static RP configuration failure: IP-ADDDR - MASK
Warning	754	Malformed Candidate-RP adv recvd from <IP-ADDR>
Warning	771	Unable to add MCAST address 01-00-5e-00-00-12
Fatal	772	VRRP received an illegal event/state combination.
Warning	773	Pkt rcvd that was too short, len = 15, min = 44
Warning	774	IPv4 Vrid 1, Vid 20 recd pkt with checksum error
Warning	775	Pkt rcvd with version number 2, expected 4
Warning	777	IPv4 Vrid 2- Vid 20 recd pkt with bad IP-TTL
Warning	778	IPv4 Vrid 1- Vid 20 recd pkt with auth type mismatch
Warning	779	IPv4 Vrid 1- Vid 20 recd pkt with invalid auth type
Warning	780	IPv4 Vrid 1- Vid 20 recd pkt with advt int mismatch
Warning	782	IPv4 Vrid 1- Vid 20 recd pkt with IP addr mismatch
Warning	783	Pkt recd on a non-VRRP Vlan with vid 2. Msg Deprecated
Warning	784	IPv4 Vrid 1- Vid 20 recd pkt from a duplicate master
Warning	793	IPv4 Vrid 1- Vid 20 IP addr is duplicated on n/w
Warning	797	Transfer canceled. No workspace left on device.
Warning	798	Transfer aborted- wrong file
Warning	799	Request failed.
Warning	801	Unable to mount /ufa0
Warning	812	Licensing error (ERR NO) occurred- if this problem continues please contact support.
Warning	817	<slot name> self test failure
Warning	818	chassis: <slot name> Invalid: This switch supports only "vl" modules
Warning	819	<slot name> Invalid: Module not supported by this software version
Warning	821	Maximum system VLANs count reached.
Fatal	829	<slot name>
Warning	830	Limit for IP Addresses (1000) is exceeded (1001)
Warning	831	Ceasing logs for IP Addresses for 15 minutes
Warning	834	Link state on port <PORT-ID> changed to failure.
Warning	840	port <PORT-ID> disabled <MESS STR>- BPDU received on protected port.
Warning	851	<MODULE-NAME>: Ceasing untrusted server logs for <TIME>
Warning	852	<MODULE-NAME>: Client packet destined to untrusted port <PORT-ID> dropped
Warning	853	<MODULE-NAME>: Ceasing untrusted port destination logs for <TIME>
Warning	854	<MODULE-NAME>: Unauthorized server <DHCPv4-SERVER-IP> detected on port <PORT-ID>
Warning	855	<MODULE-NAME>: Ceasing unauthorized server logs for <TIME>
Warning	857	<MODULE-NAME>: Ceasing untrusted relay information logs for <TIME>
Warning	859	<MODULE-NAME>: Ceasing client address mismatch logs for <TIME>
Warning	861	<MODULE-NAME>: Ceasing bad release logs for <TIME>
Warning	862	<MODULE-NAME>: Lease table is full- DHCP lease was not added
Warning	863	<MODULE-NAME>: Ceasing lease table is full logs for <TIME>
Warning	864	<MODULE-NAME>: reading <TFTP-SERVER-IP:<FILENAME>ERROR>
Warning	865	<MODULE NAME>: Ceasing remote server lease file read status logs for <TIME>
Warning	866	<MODULE-NAME>: writing <TFTP-SERVER-IP:<FILENAME> ERROR>
Warning	867	<MODULE-NAME>: Ceasing remote server lease file write status logs for <TIME>
Warning	869	<MODULE-NAME>: Ceasing removed lease logs for <TIME>.
Warning	871	<MODULE-NAME>: Ceasing status logs for Duplicate IP request for <TIME>
Warning	872	RMON <EVENT LOG FILE STR> file corrupt- is being deleted
Warning	874	configuration entry was removed. SNMP null community string is not supported.
Warning	883	Port failure. Port <PORT-ID> has been reset.
Warning	884	port <PORT-ID> disabled - loop detected.
Warning	885	Port <PORT-ID> disabled - trunk is disabled.
Warning	899	<SYSTEM ID> has disabled port <PORT-NUM>
Warning	901	Failed to allocate new <ENTRY TYPE> FIB entry
Warning	902	Failed to deallocate <ENTRY TYPE> FIB entry
Warning	903	Failed to allocate FIB memory for <ENTRY TYPE>
Warning	905	Failed to add FIB entry "- route gateway is switch ip, vrf: <VRFID>, <IPADDR>, <MASKLEN>"
Warning	907	<PORTS|MODULE> <ID> parity recovery <MEMORY IDX> 0x<LOCATION>.
Warning	929	Fabric <slot index> removed
Warning	930	Slot link failure: Fabric <member number> has faulty link to <adjacent member number>.
Warning	931	Fabric failure: link error between Fabric <member number> and <adjacent member number>
Warning	934	Chassis has no active fabrics. Line cards resetting.
Warning	938	Fabric failure: Fabric <member number> not responding
Warning	939	Fabric failure: Fabric <member number> failed selftest
Warning	940	Fabric failure: Fabric <member number> power failure
Warning	943	Filter-rule length greater than 80 char MAX- list-index <LIST IDX ID> rule-index <RULE IDX ID>.
Warning	944	Filter-rule parsing error. permit/deny keyword- list-index <LIST IDX ID> rule-index <RULE IDX ID>.
Warning	945	Filter-rule parsing error. "in" keyword- list-index <LIST IDX ID> rule-index <RULE IDX ID>.
Warning	947	Filter-rule parsing error. "from" keyword- list-index <LIST IDX ID> rule-index <RULE IDX ID>.
Warning	948	Filter-rule parsing error. "any" keyword- list-index <LIST IDX ID> rule-index <RULE IDX ID>.
Warning	949	Filter-rule parsing error. "to" keyword- list-index <LIST IDX ID> rule-index <RULE IDX ID>.
Warning	951	Filter-rule parsing error. tcp/udp ports- list-index <LIST IDX ID> rule-index <RULE IDX ID>.
Warning	953	VLAN-id validation error- untagged/tagged conflict- profile-index <PROFILE IDX ID>VLAN-id <VLANID>.
Warning	954	PriorityRegen validation error- profile-index <PROFILE IDX ID>.
Warning	955	Profile filter index validation error- profile-index <PROFILE IDX ID> filter index <FILTER IDX ID>.
Warning	956	Profile validation error- No attributes enabled. profile-index <PROFILE IDX ID>
Warning	957	Profile validation error- Tagged Egress Vlan Map- profile-index <PROFILE IDX ID>
Warning	967	Lease has expired for the DHCPv6 address DHCPv6-IP on vlan: <VLAN-ID>
Warning	968	DHCPv6 server has no IPv6 addresses to lease out on vlan: <VLAN-ID>
Warning	970	DHCPv6 address not added on Vlan: <VLAN-ID>. Maximum IPv6 address limit reached
Warning	971	DHCPv6 address not added on Vlan:<VLAN-ID>. Subnet already exists
Warning	972	port <PORT-ID> removed from dhcp-snooping enabled vlan <VLAN-ID>
Warning	973	dhcp-snooping disabled globally- dynamic IP lockdown also disabled.
Warning	974	dhcp-snooping disabled on vlan <VLAN-ID>, dynamic IP lockdown also disabled.
Warning	975	port <PORT-ID> is now dhcp-snooping untrusted.
Warning	977	unable to apply dynamic IP lockdown to port <PORT-ID>, insufficient hw resources.
Warning	978	unable to configure dynamic IP lockdown on port <PORT-ID>, ACL is configured on port.
Warning	979	unable to add binding for <IP-ADDR>, MAC-ADDR on port <PORT-ID>.
Warning	980	unable to ip lock-down vlan <VLAN-ID> on port <PORT-ID>, not enough hw resources.
Warning	981	Access denied <IP-ADDR>-> <IP-ADDR> port <PORT-ID>, NUM packets received since last log.
Warning	989	AUTHORIZED Access granted for access method Telnet/WebUI/SSH/Console
Warning	993	Denied Command: user "USERNAME" command "COMMAND".
Warning	994	<PORTS|MODULE> <ID> parity recovery <MEMORY IDX> 0x<LOCATION>.
Warning	995	<PORTS|MODULE> <ID> parity recoveries in previous <INTERVAL VAL>
Warning	997	qinq - <PROVIDER BRIDGE NUM> bpdus seen on customer-network ports.
Warning	2000	Unable to alloc a buf of size <MLDIGroup|MldIGPort|MldIGPSrc> for MODULE
Fatal	2001	Unable to alloc a msg buffer for MODULE
Fatal	2002	Unexpected state/event STATE/EVENT ID in <EVENT ID STATE> statemach
Warning	2004	Failed to register IPAM call back routine
Fatal	2005	Failed to register IFM call back routine
Fatal	2006	Subsystem <MODULE-NAME> api API-NAME failed
Warning	2007	Internal api API-NAME failed: FAILED-REASON
Warning	2201	Unable to alloc a msg buffer for <APP STR>
Fatal	2202	Unexpected state/event STATE/EVENT ID in <EVENT ID STATE> statemach
Warning	2204	Send error(ERR STR) on <MESSAGE BUF> pkt on VID <VALID VLAN ID>
Warning	2207	Rcvd pkt mld ver# <VERSION NUMBER>- from <IP-ADDR>
Warning	2208	Rcvd pkt from rtr <IP ADRESS>- unkwn pkt type <PACKET TYPE 1|2…>
Warning	2213	Failed to initialize IPAM call back routine
Fatal	2217	Subsystem <SUB SYSTEM STR> api <APP STR> failed
Warning	2218	Internal api <API STR> failed: <ERR STR>
Warning	2220	Rcvd pkt with from <IP ADDRES>- with next header <HEADER TYPE>
Warning	2400	CLIENT_ACCESS_MODE (MACAUTH/WEBAUTH/802.1X/SNMP/LMA/LLDP) clientACCESS_MODE (LMA/RADIUS) assigned VID validation error. MAC MAC_ADDRESS port PORT_NAME VLANId VLAN_ID or unknown.
Warning	2403	CLIENT_ACCESS_MODE client tagged VLANs arbitration error- MAC MAC_ADDRESS port <PORTNUM>.
Warning	2406	Missed instrumentation opportunity (memory limit reached)
Warning	2407	Ceasing missed instrumentation logging for <MESS STR>
Warning	2409	Filter-rule parsing error. icmp types- list-index <LIST INDEX> rule-index <RULE INDEX>.
Warning	2410	Filter-rule parsing error. unexpected syntax- list-index <LIST INDEX> rule-index <RULE INDEX>.
Warning	2412	Subsystem IGMP-SUBSYSTEM api API-NAME failed
Warning	2413	Internal api API-NAME failed: FAIL-REASON
Warning	2414	Unable to alloc a buf of size SIZE for IGMP-SUBSYSTEM
Fatal	2420	Received packet from <IP-ADDR>- type PKT-TYPE- on invalid port PORT-NUM
Warning	2424	Failed to alloc a PKT-TYPE pkt(vid <VLAN-ID>)
Fatal	2425	Received IGMPv1 query from <IP-ADDR> when the device is configured for IGMPv2.
